Aantalcilinders,Aantalzitplaatsen,Brandstofverbruikbuitenweg,Brandstofverbruikgecombineerd,Brandstofverbruikstad,Cilinderinhoud,CO2uitstootgecombineerd,Datumeerstetoelating,Handelsbenaming,Hoofdbrandstof,Inrichting,Massaleegvoertuig,Merk,Milieuclassificatie,Nevenbrandstof,Toegestanemaximummassavoertuig,Vermogen,Zuinigheidslabel
4,4,4.9,5.8,7.4,1798,134,2015-06-26T00:00:00,A1,Benzine,stationwagen,1155,AUDI,Euro 6,Niet geregistreerd,1630,141,D
8,4,7.9,10.5,15.1,4806,245,2015-06-26T00:00:00,PANAMERA TURBO S,Benzine,hatchback,2055,PORSCHE,Euro 6,Niet geregistreerd,2560,419,F
4,5,4,4.7,6,1197,107,2015-07-04T00:00:00,TOLEDO,Benzine,sedan,1065,SEAT,Euro 6,Niet geregistreerd,1625,66,A
8,4,7.5,9.4,12.4,4663,219,2015-07-02T00:00:00,S 500 4MATIC MAYBACH,Benzine,sedan,2175,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2795,335,E
3,5,4.3,4.9,5.8,898,109,2015-07-07T00:00:00,SANDERO,Benzine,hatchback,937,DACIA,Euro 6,Niet geregistreerd,1520,66,B
3,5,4.3,4.9,5.8,898,109,2015-07-10T00:00:00,LOGAN,Benzine,stationwagen,1013,DACIA,Euro 6,Niet geregistreerd,1620,66,A
4,5,4.4,5.3,6.9,1595,124,2015-06-29T00:00:00,CLA 200,Benzine,stationwagen,1360,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1955,115,B
3,5,4.5,5.1,6,898,113,2015-08-04T00:00:00,CAPTUR,Benzine,hatchback,1080,RENAULT,Euro 6,Niet geregistreerd,1653,66,B
4,5,4.3,5.1,6.4,1242,118,2014-05-06T00:00:00,YPSILON,Benzine,MPV,940,LANCIA,Euro 6,Niet geregistreerd,1500,51,C
4,5,4.3,5.2,6.7,1395,120,2014-09-01T00:00:00,LEON ST,Benzine,stationwagen,1167,SEAT,Euro 6,Niet geregistreerd,1830,92,A
3,4,3.7,4,4.6,999,93,2015-07-03T00:00:00,CITIGO,Benzine,hatchback,831,SKODA,Euro 6,Niet geregistreerd,1300,44,A
4,4,4.4,5.3,6.9,1398,125,2015-01-12T00:00:00,ADAM,Benzine,hatchback,1020,OPEL,Euro 5,Niet geregistreerd,1480,64,C
4,5,4.3,4.9,5.9,1197,114,2014-04-04T00:00:00,GOLF,Benzine,stationwagen,1135,VW,Euro 5,Niet geregistreerd,1730,77,A
4,5,5,6.1,7.8,1362,142,2015-06-25T00:00:00,ASTRA GTC,Benzine,hatchback,1337,OPEL,Euro 5,Niet geregistreerd,1950,103,C
3,5,3.9,4.4,5.2,999,102,2015-06-30T00:00:00,208,Benzine,hatchback,935,PEUGEOT,Euro 6,Niet geregistreerd,1520,50,A
4,5,4.2,4.7,5.8,1395,110,2015-06-30T00:00:00,LEON,Benzine,stationwagen,1141,SEAT,Euro 6,Niet geregistreerd,1770,110,A
4,5,4.8,5.3,6.3,1197,124,2015-07-01T00:00:00,YETI,Benzine,stationwagen,1260,SKODA,Euro 6,Niet geregistreerd,1905,81,B
6,2,6.6,8.6,12,2995,203,2015-06-25T00:00:00,JAGUAR F-TYPE,Benzine,coupe,1567,JAGUAR,Euro 6,Niet geregistreerd,2050,280,F
4,5,5.5,6.7,8.8,1984,156,2015-07-03T00:00:00,LEON,Benzine,stationwagen,1295,SEAT,Euro 6,Niet geregistreerd,1890,206,D
4,5,5,5.8,7.2,1395,134,2015-06-25T00:00:00,YETI,Benzine,stationwagen,1255,SKODA,Euro 6,Niet geregistreerd,1900,92,C
4,5,4.5,5.3,6.5,1364,123,2015-03-23T00:00:00,CORSA,Benzine,hatchback,1137,OPEL,Euro 6,Niet geregistreerd,1710,74,C
4,5,4.8,5.8,7.4,1396,135,2014-04-28T00:00:00,CEE D,Benzine,hatchback,1158,KIA,Euro 5,Niet geregistreerd,1820,73,C
3,5,4.2,5,6.3,1499,116,2015-06-26T00:00:00,116I,Benzine,stationwagen,1275,BMW,Euro 6,Niet geregistreerd,1860,80,B
4,5,4.9,6,8.1,1798,140,2015-07-01T00:00:00,TOYOTA AVENSIS,Benzine,sedan,1340,TOYOTA,Euro 6,Niet geregistreerd,2000,108,B
4,5,5.4,6.5,8.3,1598,151,2015-06-25T00:00:00,PARTNER,Benzine,stationwagen,1295,PEUGEOT,Euro 6,Niet geregistreerd,2000,88,D
4,5,4.3,4.9,6.1,1395,115,2015-07-07T00:00:00,OCTAVIA,Benzine,sedan,1170,SKODA,Euro 6,Niet geregistreerd,1820,110,A
4,4,5.5,6.4,8,1390,148,2014-06-03T00:00:00,BEETLE,Benzine,cabriolet,1368,VW,Euro 5,Niet geregistreerd,1850,118,D
4,5,4.2,5,6.2,1197,115,2015-06-23T00:00:00,GOLF,Benzine,stationwagen,1185,VOLKSWAGEN,Euro 6,Niet geregistreerd,1820,63,A
4,5,5.1,6.4,8.6,1596,149,2015-06-27T00:00:00,B-MAX,Benzine,MPV,1209,FORD,Euro 6,Niet geregistreerd,1780,77,E
3,4,3.8,4.1,4.6,999,95,2015-06-26T00:00:00,CITIGO,Benzine,hatchback,831,SKODA,Euro 6,Niet geregistreerd,1300,55,A
4,5,4.2,4.9,6.1,1197,113,2015-07-10T00:00:00,OCTAVIA,Benzine,stationwagen,1177,SKODA,Euro 6,Niet geregistreerd,1847,81,A
4,5,4.9,5.9,7.7,1598,139,2015-06-30T00:00:00,ASTRA,Benzine,hatchback,1403,OPEL,Euro 6,Niet geregistreerd,2000,125,C
3,4,4.4,5.1,6.2,1499,118,2015-07-01T00:00:00,218I,Benzine,coupe,1335,BMW,Euro 6,Niet geregistreerd,1870,100,B
6,7,6.9,7.9,9.6,2995,183,2015-06-24T00:00:00,Q7,Benzine,stationwagen,2005,AUDI,Euro 6,Niet geregistreerd,2910,245,C
4,4,4.8,5.7,7.4,1598,133,2015-07-11T00:00:00,118I,Benzine,stationwagen,1290,BMW,Euro 6,Niet geregistreerd,1880,100,C
4,5,4,4.7,6,1197,107,2014-04-14T00:00:00,POLO,Benzine,hatchback,1007,VW,Euro 6,Niet geregistreerd,1590,66,B
4,5,4.3,4.9,6,1395,115,2015-06-25T00:00:00,SUPERB,Benzine,sedan,1295,SKODA,Euro 6,Niet geregistreerd,1940,110,A
4,4,5.6,7,9.4,1997,163,2015-06-29T00:00:00,428I,Benzine,cabriolet,1655,BMW,Euro 6,Niet geregistreerd,2140,180,D
4,5,4.2,4.8,5.9,1395,112,2015-07-15T00:00:00,A3 SPORTBACK,Benzine,hatchback,1200,AUDI,Euro 6,Niet geregistreerd,1785,110,A
4,4,5.5,6.2,7.5,1798,144,2015-07-08T00:00:00,A5 COUPE,Benzine,coupe,1430,AUDI,Euro 6,Niet geregistreerd,1955,130,B
5,5,6.3,8.1,11.2,2480,189,2015-07-03T00:00:00,RS 3 SPORTBACK,Benzine,hatchback,1495,AUDI,Euro 6,Niet geregistreerd,2020,270,G
8,4,7.2,9,12.2,4663,210,2015-07-03T00:00:00,E 500,Benzine,coupe,1715,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2255,300,G
4,5,4.3,4.9,6.1,1197,114,2015-07-02T00:00:00,OCTAVIA,Benzine,sedan,1155,SKODA,Euro 6,Niet geregistreerd,1805,81,A
4,4,4.4,5.1,6.3,1395,116,2015-07-06T00:00:00,A3 CABRIOLET,Benzine,cabriolet,1340,AUDI,Euro 6,Niet geregistreerd,1865,92,A
4,5,4.1,4.7,5.8,1197,109,2015-07-08T00:00:00,RAPID,Benzine,hatchback,1094,SKODA,Euro 6,Niet geregistreerd,1654,66,A
8,5,6.7,8.2,10.8,3982,192,2015-07-04T00:00:00,AMG C 63 S,Benzine,sedan,1630,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2220,375,F
4,5,5.9,6.9,8.5,1984,159,2015-07-08T00:00:00,S3 SPORTBACK,Benzine,hatchback,1430,AUDI,Euro 6,Niet geregistreerd,2015,221,E
4,5,5.8,6.4,7.6,1798,149,2015-07-07T00:00:00,A4 AVANT,Benzine,stationwagen,1505,AUDI,Euro 6,Niet geregistreerd,2100,125,C
3,5,4,4.7,5.9,1198,109,2015-07-14T00:00:00,NISSAN NOTE,Benzine,MPV,980,NISSAN,Euro 6,Niet geregistreerd,1510,59,B
4,5,4.6,5.5,7.1,1595,126,2015-07-06T00:00:00,CLA 200,Benzine,sedan,1330,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1920,115,B
4,5,4,4.6,5.7,1395,107,2015-07-07T00:00:00,A3 SPORTBACK,Benzine,hatchback,1200,AUDI,Euro 6,Niet geregistreerd,1785,110,A
4,5,4.9,5.9,7.7,1598,135,2015-07-03T00:00:00,DS5,Benzine,MPV,1404,DS,Euro 6,Niet geregistreerd,2017,121,B
3,5,4.2,4.9,6,1199,112,2015-07-01T00:00:00,DS 3 CABRIO,Benzine,hatchback,1125,DS,Euro 6,Niet geregistreerd,1635,81,B
6,7,8.3,9.6,11.9,2996,225,2015-07-03T00:00:00,GL 400 4MATIC,Benzine,stationwagen,2325,MERCEDES-BENZ,Euro 6,Niet geregistreerd,3250,245,E
4,5,5.7,6.4,7.4,1591,148,2014-04-07T00:00:00,IX20,Benzine,MPV,1155,HYUNDAI,Euro 5,Niet geregistreerd,1710,92,D
4,5,4.4,5.4,7.2,1242,126,2014-03-28T00:00:00,FIAT PUNTO,Benzine,MPV,990,FIAT,Euro 6,Niet geregistreerd,1575,51,C
3,5,4.6,5.2,6.3,898,121,2015-07-08T00:00:00,CAPTUR,Benzine,hatchback,1080,RENAULT,Euro 6,Niet geregistreerd,1653,66,B
3,5,4.1,4.6,5.5,999,105,2015-07-10T00:00:00,GOLF SPORTSVAN,Benzine,stationwagen,1246,VOLKSWAGEN,Euro 6,Niet geregistreerd,1840,85,A
4,5,4.3,5.1,6.6,1395,119,2015-07-31T00:00:00,OCTAVIA,Benzine,stationwagen,1177,SKODA,Euro 6,Niet geregistreerd,1847,110,A
4,5,5.9,6.9,8.7,1368,160,2015-06-30T00:00:00,RENEGADE,Benzine,MPV,1405,JEEP,Euro 6,Niet geregistreerd,2010,125,E
4,5,4.3,4.8,5.9,1395,113,2015-07-09T00:00:00,GOLF,Benzine,stationwagen,1216,VOLKSWAGEN,Euro 6,Niet geregistreerd,1820,110,A
4,5,5.8,6.9,9,1997,162,2014-05-28T00:00:00,3ER REIHE,Benzine,stationwagen,1585,BMW,Euro 6,Niet geregistreerd,2160,180,D
4,5,4.4,4.9,6,1395,115,2015-07-13T00:00:00,GOLF,Benzine,stationwagen,1180,VOLKSWAGEN,Euro 6,Niet geregistreerd,1800,110,A
4,5,5.6,6.4,7.8,1395,149,2015-07-01T00:00:00,TIGUAN,Benzine,stationwagen,1399,VOLKSWAGEN,Euro 6,Niet geregistreerd,2050,110,C
8,5,8.5,11.8,17.4,3799,274,2014-12-04T00:00:00,QUATTROPORTE,Benzine,sedan,1925,MASERATI,Euro 5,Niet geregistreerd,2540,390,G
4,5,4.3,5,6.3,1197,117,2015-07-03T00:00:00,NISSAN PULSAR,Benzine,MPV,1165,NISSAN,Euro 6,Niet geregistreerd,1750,85,B
8,2,7.6,9.9,13.9,5461,231,2015-07-07T00:00:00,SL63 AMG,Benzine,cabriolet,1745,MERCEDES-AMG,Euro 5,Niet geregistreerd,2180,430,G
8,5,6.9,8.4,10.9,3982,196,2015-07-07T00:00:00,AMG C 63,Benzine,stationwagen,1685,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2260,350,F
4,5,4.1,4.7,5.8,1197,109,2014-06-25T00:00:00,POLO,Benzine,hatchback,1039,VW,Euro 6,Niet geregistreerd,1620,66,B
4,5,5.7,7,9.2,1997,162,2015-07-03T00:00:00,520I,Benzine,stationwagen,1685,BMW,Euro 6,Niet geregistreerd,2350,135,C
4,5,4.8,5.6,7,1998,129,2015-07-10T00:00:00,MAZDA3,Benzine,hatchback,1215,MAZDA,Euro 6,Niet geregistreerd,1835,88,B
4,5,5,5.8,7.2,1197,130,2015-07-07T00:00:00,NISSAN JUKE,Benzine,MPV,1178,NISSAN,Euro 6,Niet geregistreerd,1710,85,C
4,5,4.2,4.9,6.1,1395,113,2015-07-04T00:00:00,A3 SPORTBACK,Benzine,hatchback,1200,AUDI,Euro 6,Niet geregistreerd,1785,92,A
4,5,5.2,5.9,7.3,1798,137,2015-07-07T00:00:00,A4 AVANT,Benzine,stationwagen,1505,AUDI,Euro 6,Niet geregistreerd,2100,125,B
6,4,6.3,7.7,10.2,2995,179,2015-07-10T00:00:00,S5 COUPE,Benzine,coupe,1650,AUDI,Euro 6,Niet geregistreerd,2175,245,E
4,5,5.5,6.8,9.1,1598,160,2015-07-09T00:00:00,ASTRA SPORTS TOURER,Benzine,stationwagen,1471,OPEL,Euro 6,Niet geregistreerd,2105,125,D
4,4,4.4,5.1,6.2,1197,117,2015-07-06T00:00:00,GOLF,Benzine,cabriolet,1295,VOLKSWAGEN,Euro 6,Niet geregistreerd,1850,77,B
3,5,4.2,4.9,6,998,114,2015-07-30T00:00:00,B-MAX,Benzine,MPV,1179,FORD,Euro 6,Niet geregistreerd,1760,92,B
4,5,4.6,5.3,6.6,1198,123,2015-03-30T00:00:00,JAZZ,Benzine,hatchback,1042,HONDA,Euro 5,Niet geregistreerd,1580,66,C
4,5,4.3,5,6.1,1395,116,2015-07-29T00:00:00,GOLF,Benzine,stationwagen,1171,VOLKSWAGEN,Euro 6,Niet geregistreerd,1780,92,B
4,5,5.6,6.5,8,1798,152,2015-07-10T00:00:00,LEON X-PERIENCE,Benzine,stationwagen,1386,SEAT,Euro 6,Niet geregistreerd,2040,132,C
6,5,6,7.8,10.9,2979,182,2015-07-09T00:00:00,640I,Benzine,sedan,1725,BMW,Euro 6,Niet geregistreerd,2360,235,D
4,4,4.3,5,6.1,1395,116,2015-08-04T00:00:00,A3 CABRIOLET,Benzine,cabriolet,1340,AUDI,Euro 6,Niet geregistreerd,1865,110,A
4,7,5.2,6.3,8,1998,145,2015-07-06T00:00:00,220I GRAN TOURER,Benzine,stationwagen,1480,BMW,Euro 6,Niet geregistreerd,2190,141,C
3,5,3.7,4.3,5.3,999,99,2015-09-21T00:00:00,LEON SC,Benzine,stationwagen,1080,SEAT,Euro 6,Niet geregistreerd,1710,85,A
4,5,6.6,8.3,11.2,1998,193,2014-09-09T00:00:00,SPORTAGE,Benzine,MPV,1444,KIA,Euro 5,Niet geregistreerd,2030,122,F
4,5,4.4,5,6.1,1329,117,2015-07-04T00:00:00,TOYOTA YARIS,Benzine,MPV,1015,TOYOTA,Euro 6,Niet geregistreerd,1490,73,C
8,5,7.4,9.6,13.4,3993,223,2015-02-19T00:00:00,RS 6 AVANT,Benzine,stationwagen,1925,AUDI,Euro 6,Niet geregistreerd,2580,412,E
4,5,4.5,5.1,6.2,1197,119,2015-07-10T00:00:00,NISSAN PULSAR,Benzine,MPV,1180,NISSAN,Euro 6,Niet geregistreerd,1750,85,B
4,5,4.2,4.9,6.1,1197,114,2015-07-02T00:00:00,OCTAVIA,Benzine,sedan,1130,SKODA,Euro 6,Niet geregistreerd,1780,81,A
4,5,5.1,6.3,8.1,1390,145,2014-04-07T00:00:00,PASSAT,Benzine,sedan,1340,VOLKSWAGEN,Euro 5,Niet geregistreerd,1990,90,B
4,4,4.1,4.8,5.9,1395,110,2015-08-12T00:00:00,A3 CABRIOLET,Benzine,cabriolet,1340,AUDI,Euro 6,Niet geregistreerd,1865,110,A
4,5,4.2,4.7,5.6,1395,109,2015-07-09T00:00:00,LEON SC,Benzine,stationwagen,1143,SEAT,Euro 6,Niet geregistreerd,1770,110,A
4,5,4.9,6,7.8,1398,140,2015-03-17T00:00:00,CORSA-E,Benzine,hatchback,1099,OPEL,Euro 6,Niet geregistreerd,1660,66,D
3,5,3.9,4.4,5.3,999,102,2015-07-29T00:00:00,POLO,Benzine,hatchback,1047,VOLKSWAGEN,Euro 6,Niet geregistreerd,1640,81,A
4,5,4.4,5.1,6.4,1197,119,2015-07-07T00:00:00,A3 SPORTBACK,Benzine,hatchback,1155,AUDI,Euro 6,Niet geregistreerd,1740,81,B
4,5,5.2,6.3,8.1,1997,147,2015-07-01T00:00:00,328I,Benzine,sedan,1435,BMW,Euro 6,Niet geregistreerd,2020,180,C
6,5,5.9,7.5,10.3,2979,175,2015-07-02T00:00:00,M135I,Benzine,stationwagen,1420,BMW,Euro 6,Niet geregistreerd,2010,240,F
4,4,4.2,4.8,5.9,1395,109,2015-07-08T00:00:00,A3 CABRIOLET,Benzine,cabriolet,1355,AUDI,Euro 6,Niet geregistreerd,1880,110,A
4,5,4.5,5.4,7,1598,125,2015-07-10T00:00:00,208,Benzine,hatchback,1135,PEUGEOT,Euro 6,Niet geregistreerd,1650,153,C
4,5,4.5,4.9,5.7,1329,114,2015-07-09T00:00:00,TOYOTA YARIS,Benzine,MPV,1025,TOYOTA,Euro 6,Niet geregistreerd,1500,73,B
3,4,3.6,4.1,5,998,95,2015-06-17T00:00:00,CITROEN C1,Benzine,hatchback,830,CITROEN,Euro 6,Niet geregistreerd,1240,51,A
3,5,3.7,4.2,5.2,999,98,2015-07-15T00:00:00,POLO,Benzine,hatchback,1039,VOLKSWAGEN,Euro 6,Niet geregistreerd,1590,70,A
4,5,4.9,5.5,6.7,1395,128,2015-02-13T00:00:00,OCTAVIA,Benzine,stationwagen,1172,SKODA,Euro 5,Niet geregistreerd,1842,103,B
4,4,5.2,6,7.3,1798,139,2015-07-10T00:00:00,A5 CABRIOLET,Benzine,cabriolet,1630,AUDI,Euro 6,Niet geregistreerd,2155,130,B
4,2,5.1,6.2,8.2,1368,145,2015-07-10T00:00:00,ABARTH 500,Benzine,hatchback,995,FIAT,Euro 6,Niet geregistreerd,1260,139,F
4,5,5.3,6.3,8.1,1984,145,2015-07-08T00:00:00,GOLF,Benzine,stationwagen,1292,VOLKSWAGEN,Euro 6,Niet geregistreerd,1850,162,D
6,4,6.5,7.8,10.2,2995,182,2015-07-15T00:00:00,A7 SPORTBACK,Benzine,hatchback,1785,AUDI,Euro 6,Niet geregistreerd,2420,245,C
4,5,4.1,4.7,5.8,1395,110,2015-07-10T00:00:00,A3 LIMOUSINE,Benzine,sedan,1225,AUDI,Euro 6,Niet geregistreerd,1800,110,A
4,5,4.9,5.8,7.3,1798,134,2015-07-17T00:00:00,A4 LIMOUSINE,Benzine,sedan,1405,AUDI,Euro 6,Niet geregistreerd,1980,125,B
3,5,3.7,4.2,5,999,97,2015-07-22T00:00:00,IBIZA,Benzine,stationwagen,995,SEAT,Euro 6,Niet geregistreerd,1605,70,A
4,5,5.9,6.9,8.5,1984,159,2015-07-10T00:00:00,GOLF,Benzine,stationwagen,1405,VOLKSWAGEN,Euro 6,Niet geregistreerd,2010,221,E
4,5,4.2,4.7,5.6,1395,109,2015-07-10T00:00:00,LEON,Benzine,stationwagen,1163,SEAT,Euro 6,Niet geregistreerd,1790,110,A
4,5,4.1,4.8,6.1,1395,114,2015-07-17T00:00:00,RAPID,Benzine,sedan,1126,SKODA,Euro 6,Niet geregistreerd,1686,92,B
4,4,5.6,6.4,7.8,1798,148,2015-07-17T00:00:00,A5 SPORTBACK,Benzine,hatchback,1465,AUDI,Euro 6,Niet geregistreerd,2040,106,B
4,5,5.2,6.1,7.8,1398,144,2015-07-16T00:00:00,ASTRA SPORTS TOURER,Benzine,stationwagen,1293,OPEL,Euro 6,Niet geregistreerd,1975,74,C
4,5,4,4.7,6,1197,107,2015-07-16T00:00:00,RAPID,Benzine,sedan,1065,SKODA,Euro 6,Niet geregistreerd,1625,66,A
3,5,3.9,4.5,5.5,1199,104,2015-07-08T00:00:00,DS 3,Benzine,hatchback,949,DS,Euro 6,Niet geregistreerd,1511,60,A
6,7,9.8,11.5,14.4,2995,269,2015-07-10T00:00:00,DISCOVERY,Benzine,stationwagen,2482,LAND ROVER,Euro 6,Niet geregistreerd,3240,250,G
4,5,4.5,5.4,6.9,1395,125,2015-07-16T00:00:00,SUPERB,Benzine,sedan,1275,SKODA,Euro 6,Niet geregistreerd,1920,92,A
6,5,7.2,8.9,11.9,2996,208,2015-07-28T00:00:00,S 400 4MATIC,Benzine,sedan,1915,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2670,245,D
4,5,5,6,7.7,1998,139,2014-02-24T00:00:00,MAZDA 6,Benzine,sedan,1275,MAZDA,Euro 5,Niet geregistreerd,1945,120,B
4,5,4.2,4.7,5.8,1395,109,2015-07-29T00:00:00,LEON,Benzine,stationwagen,1141,SEAT,Euro 6,Niet geregistreerd,1770,110,A
4,5,4.3,4.8,5.7,1395,111,2015-07-16T00:00:00,LEON ST,Benzine,stationwagen,1197,SEAT,Euro 6,Niet geregistreerd,1860,110,A
4,5,4.8,6.1,8.4,1969,142,2015-07-11T00:00:00,V60,Benzine,stationwagen,1506,VOLVO,Euro 6,Niet geregistreerd,2160,180,B
4,5,4.4,5.3,6.8,1395,124,2015-07-10T00:00:00,PASSAT,Benzine,stationwagen,1294,VOLKSWAGEN,Euro 6,Niet geregistreerd,1960,92,A
3,5,4.1,4.8,6,1199,110,2015-07-21T00:00:00,2008,Benzine,stationwagen,1135,PEUGEOT,Euro 6,Niet geregistreerd,1675,96,B
4,5,5.4,6.3,7.9,1591,147,2015-07-20T00:00:00,TUCSON,Benzine,MPV,1354,HYUNDAI,Euro 6,Niet geregistreerd,1895,97,C
4,5,6.5,7.5,9.2,1591,175,2015-07-20T00:00:00,TUCSON,Benzine,MPV,1509,HYUNDAI,Euro 6,Niet geregistreerd,2190,130,E
3,7,4.4,5,6.3,1199,118,2015-07-23T00:00:00,5008,Benzine,MPV,1395,PEUGEOT,Euro 6,Niet geregistreerd,2200,96,A
3,5,4.7,5.3,6.3,999,120,2015-08-20T00:00:00,MONDEO,Benzine,stationwagen,1376,FORD,Euro 6,Niet geregistreerd,2230,92,A
4,5,5.8,7.3,9.8,1591,169,2015-07-21T00:00:00,TUCSON,Benzine,MPV,1424,HYUNDAI,Euro 6,Niet geregistreerd,2120,130,D
3,5,3.4,4,5.2,1199,95,2015-07-21T00:00:00,308,Benzine,hatchback,1055,PEUGEOT,Euro 6,Niet geregistreerd,1720,81,A
4,4,6,7.1,8.9,1328,162,2015-07-18T00:00:00,JIMNY,Benzine,stationwagen,1035,SUZUKI,Euro 6,Niet geregistreerd,1420,62,G
4,5,4.9,5.5,6.6,1586,127,2015-08-03T00:00:00,VITARA,Benzine,hatchback,1095,SUZUKI,Euro 6,Niet geregistreerd,1730,88,C
3,5,4.6,5.3,6.5,1199,123,2015-07-20T00:00:00,3008,Benzine,MPV,1375,PEUGEOT,Euro 6,Niet geregistreerd,1950,96,A
3,5,4.3,4.9,6.1,1199,115,2015-07-17T00:00:00,3008,Benzine,MPV,1375,PEUGEOT,Euro 6,Niet geregistreerd,1950,96,A
3,5,4.5,5.1,6.2,1198,119,2015-07-10T00:00:00,NISSAN NOTE,Benzine,MPV,1045,NISSAN,Euro 6,Niet geregistreerd,1590,72,C
3,5,3.8,4.3,5.2,1198,99,2015-07-13T00:00:00,NISSAN NOTE,Benzine,MPV,1025,NISSAN,Euro 6,Niet geregistreerd,1570,72,A
4,4,4.9,6.3,8.6,1997,146,2015-07-14T00:00:00,220I,Benzine,coupe,1330,BMW,Euro 6,Niet geregistreerd,1865,135,D
6,4,5.7,7.3,9.8,3498,168,2015-07-17T00:00:00,E 400,Benzine,coupe,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2205,245,D
3,5,3.7,4.2,5,999,97,2015-07-16T00:00:00,IBIZA ST,Benzine,stationwagen,1045,SEAT,Euro 6,Niet geregistreerd,1680,70,A
3,5,4.6,5.4,6.8,1499,126,2015-07-13T00:00:00,116I,Benzine,stationwagen,1275,BMW,Euro 6,Niet geregistreerd,1865,80,B
8,4,7.6,9.9,13.9,4395,231,2015-07-17T00:00:00,M6,Benzine,coupe,1825,BMW,Euro 6,Niet geregistreerd,2350,412,G
6,2,6.5,8.4,11.7,2995,199,2015-07-10T00:00:00,JAGUAR F-TYPE,Benzine,coupe,1567,JAGUAR,Euro 6,Niet geregistreerd,2000,250,E
4,5,4.4,4.9,5.8,1395,114,2015-07-17T00:00:00,LEON ST,Benzine,stationwagen,1197,SEAT,Euro 6,Niet geregistreerd,1860,110,A
8,2,8.5,11.3,16.2,5000,269,2015-07-10T00:00:00,JAGUAR F-TYPE,Benzine,coupe,1738,JAGUAR,Euro 6,Niet geregistreerd,2150,405,G
4,5,4.3,5.2,6.6,1395,120,2015-07-13T00:00:00,OCTAVIA,Benzine,sedan,1155,SKODA,Euro 6,Niet geregistreerd,1805,110,A
4,5,4.3,5,6.1,1395,114,2015-07-17T00:00:00,OCTAVIA,Benzine,stationwagen,1192,SKODA,Euro 6,Niet geregistreerd,1862,110,A
4,5,6,7.2,9.3,1598,168,2014-06-13T00:00:00,ONE,Benzine,stationwagen,1270,MINI,Euro 6,Niet geregistreerd,1805,72,F
6,5,9.2,11.7,16.1,3604,273,2014-05-28T00:00:00,WRANGLER UNLIMITED,Benzine,MPV,1895,JEEP,Euro 6,Niet geregistreerd,2540,209,G
4,4,5.4,6.8,9.2,1997,158,2015-07-24T00:00:00,420I,Benzine,cabriolet,1625,BMW,Euro 6,Niet geregistreerd,2120,135,D
6,5,6.7,8.4,11.4,2996,196,2015-07-15T00:00:00,S 400 4MATIC,Benzine,sedan,1895,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2640,245,D
4,5,4.7,5.8,7.7,1595,134,2015-07-21T00:00:00,CLA 200,Benzine,stationwagen,1330,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1955,115,B
3,5,4.2,4.8,5.9,1499,112,2015-07-27T00:00:00,118I,Benzine,stationwagen,1295,BMW,Euro 6,Niet geregistreerd,1885,100,A
4,5,4.3,4.9,6,1395,114,2015-07-10T00:00:00,A3 SPORTBACK,Benzine,hatchback,1210,AUDI,Euro 6,Niet geregistreerd,1795,110,A
4,5,4.5,5.4,6.8,1591,124,2015-07-20T00:00:00,CEE D,Benzine,hatchback,1171,KIA,Euro 6,Niet geregistreerd,1820,99,B
4,5,5,6,7.5,1591,134,2015-07-23T00:00:00,CEE D,Benzine,stationwagen,1196,KIA,Euro 6,Niet geregistreerd,1820,99,C
4,5,4.1,4.9,6.3,1368,114,2015-07-24T00:00:00,ALFA GIULIETTA,Benzine,MPV,1280,ALFA ROMEO,Euro 6,Niet geregistreerd,1810,125,A
4,5,5.4,6.6,8.5,1364,154,2015-07-18T00:00:00,ASTRA GTC,Benzine,hatchback,1371,OPEL,Euro 6,Niet geregistreerd,1960,103,C
4,5,6,7.1,9.1,1598,165,2015-01-15T00:00:00,JOHN COOPER WORKS,Benzine,stationwagen,1380,MINI,Euro 6,Niet geregistreerd,1915,160,E
4,5,3.9,4.5,5.6,1395,105,2015-07-21T00:00:00,A3,Benzine,stationwagen,1170,AUDI,Euro 6,Niet geregistreerd,1755,110,A
4,5,5.9,7,8.7,1997,162,2015-07-15T00:00:00,X3 XDRIVE28I,Benzine,stationwagen,1745,BMW,Euro 6,Niet geregistreerd,2360,180,C
4,4,5.3,6.6,8.9,1997,154,2015-07-10T00:00:00,420I,Benzine,cabriolet,1625,BMW,Euro 6,Niet geregistreerd,2120,135,C
3,4,4.6,5.3,6.5,1499,124,2015-08-06T00:00:00,218I,Benzine,coupe,1335,BMW,Euro 6,Niet geregistreerd,1870,100,B
4,5,4.9,5.7,7.2,1798,132,2015-07-31T00:00:00,A4 LIMOUSINE,Benzine,sedan,1445,AUDI,Euro 6,Niet geregistreerd,2020,125,B
4,5,5.3,6.1,7.6,1798,141,2015-07-31T00:00:00,A5 SPORTBACK,Benzine,hatchback,1465,AUDI,Euro 6,Niet geregistreerd,2040,106,B
